ID,Title,Content,"Short Description",Date,"Post Type",Permalink,"Parent Product ID",Sku,Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Product Type","Shipping Class","Product Visibility","Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL",Brands,"Product categories","Product Tags","POS Product visibility",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date",Downloadable,Virtual,"Purchase Note",Featured,Weight,Length,Width,Height,"Sale Price Dates From","Sale Price Dates To","Sold Individually","Manage Stock",Up-Sells,Cross-Sells,"Downloadable Files Paths","Downloadable Files Names","Download Limit","Download Expiry","Download Type","Button Text",Backorders,"Tax Status","Tax Class","Product Image Gallery","Default Attributes","Product Version","Variation Description","Wc Rating Count","Wc Review Count","Wc Average Rating",Children
1422,"33% Pure Carolina Reaper Sambal - BACK IN APRIL (Heat Level 15)",,"<strong>33% Pure Carolina Reaper Sambal </strong>

<strong>Ingredients;</strong>

Onions 40%, Carolina Reaper 33%, Refined Sugar 8%, Sunflower Oil 7.5%, Sweet Soy Sauce 7.5%, White Vinegar 0.5%, Salt, Spices

<em>The Famous Devon Chilli Man is a UK based Chili Pepper Grower and Hot Sauce Producer. His Pepper plantations in Devon produce some of the hottest AND the best in the business!</em>

The Carolina Reaper seeds Cliff uses to grow his giant Reapers have come directly from Ed Currie at The Puckerbutt Pepper Company, South Carolina, USA. (The crazy man responsible for breeding the Carolina Reaper)

First, a delicious sweet taste thanks to the caramelised onions. Then it’s a rollercoaster of a ride from the fresh Carolina Reapers. A lot of time, love and attention goes into the production of this Sambal. You won’t be disappointed

<strong>Heat Level 12</strong>

<span style=""text-align: left; color: #333333; text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: -apple-system,BlinkMacSystemFont,'Segoe UI',Roboto,Oxygen-Sans,Ubuntu,Cantarell,'Helvetica Neue',sans-serif; font-size: 16px; font-style: normal; font-variant: normal; text-decoration: none; cursor: text; float: none; background-color: #ffffff;""><strong>Suitable for Vegans</strong></span>

&nbsp;",2020-06-25,product,https://chilisaus.be/product/33-carolina-reaper-sambal-heat-level-15/,0,,16,16,,outofstock,,,305,simple,,outofstock|rated-5,http://chilisaus.be/wp-content/uploads/2020/06/sambal-2021-scaled.jpg|http://chilisaus.be/wp-content/uploads/2020/06/52CC9D14-1013-4039-8608-7ABAB586C0C1-scaled.jpeg|http://chilisaus.be/wp-content/uploads/2020/06/fresh-carolina-reaper-grown-in-devon.jpg|http://chilisaus.be/wp-content/uploads/2020/06/sambal-2021-new-scaled.jpg|http://chilisaus.be/wp-content/uploads/2020/06/30EC3D27-4780-41AB-9CEA-F0F956D5178B.jpeg|http://chilisaus.be/wp-content/uploads/2020/06/sambal.jpg|http://chilisaus.be/wp-content/uploads/2020/06/new-sambal.jpg,"sambal 2021|52CC9D14-1013-4039-8608-7ABAB586C0C1|fresh-carolina-reaper-grown-in-devon|sambal 2021 new|30EC3D27-4780-41AB-9CEA-F0F956D5178B|sambal|new sambal",||||||,||||||,||||||,http://chilisaus.be/wp-content/uploads/2020/06/sambal-2021-scaled.jpg,,,"Devon Chilli Man (UK)|SUPERHOT, Heat Levels 11 - 20","carolina reaper|devon chilli man|heat level 15|reaper sambal|Sambal",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,33-carolina-reaper-sambal-heat-level-15,,,0,4,closed,closed,2026-02-19,no,no,,no,,,,,,,no,no,||,|,,,'-1,'-1,,,no,taxable,standard,"1446,2252,2933",,10.5.2,,a:2:{i:4;i:2;i:5;i:15;},17,4.88,
1517,"Chilisaus.be - The 2020 Edition - Garlic Italian - (Heat Level 8)",,"<h3 style=""text-align: center;""><strong>Garlic Italian (no added sugar) </strong></h3>
<h3 style=""text-align: center;""><strong><em>Perfect For Spaghetti</em>
</strong></h3>
<strong>Ingredients;</strong>

Rapeseed Oil, Water, White Wine Vinegar, Olive Oil, Red Chilli, Naga Chilli (3%), Garlic Purée, Salt, Spices, Herbs

<em>This is the first sauce launched by Chilisaus.be and we couldn't be more proud..
</em>

<em>Inspired by the craziness of 2020 and having some down-time, we teamed up with a small UK Chili producer to bring you our <strong>1st Hot Sauce </strong><strong>
</strong></em>

Top quality ingredients, silky smooth olive oil, fresh Naga / Ghost peppers, LOTS of garlic and Italian herbs. Simple and delicious.

Perfect for spaghetti, great with pizza and pasta, burger / veggie burger. Mix into mayonnaise for a spicy dip sauce. We actually just add it pure onto our wraps, salads and sandwiches.

<strong>Heat Level 8</strong>

<strong><span style=""text-align: left; color: #333333; text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: -apple-system,BlinkMacSystemFont,'Segoe UI',Roboto,Oxygen-Sans,Ubuntu,Cantarell,'Helvetica Neue',sans-serif; font-size: 16px; font-style: normal; font-variant: normal; text-decoration: none; cursor: text; float: none; background-color: #ffffff;"">Suitable for Vegans</span></strong>

&nbsp;",2020-07-15,product,https://chilisaus.be/product/chilisaus-be-the-2020-edition-heat-level-8/,0,,10,10,,instock,22,,538,simple,,rated-5,http://chilisaus.be/wp-content/uploads/2020/07/2020-wasp-1.jpg|http://chilisaus.be/wp-content/uploads/2020/07/2020.jpg|http://chilisaus.be/wp-content/uploads/2020/07/E0AC59C3-CD7D-4BF5-AA11-3287690E9D59-scaled.jpeg|http://chilisaus.be/wp-content/uploads/2020/07/2020-wasp.jpg,"2020 wasp|2020|E0AC59C3-CD7D-4BF5-AA11-3287690E9D59|2020 wasp",|||,|||,|||,http://chilisaus.be/wp-content/uploads/2020/07/2020-wasp-1.jpg,,,"Chilisaus.be - Our Own Range|HOT, Heat Levels 8 - 9","2020|garlic italian|ghost pepper|no sugar|spaghetti sauce|zonder suiker",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,chilisaus-be-the-2020-edition-heat-level-8,,,0,1,open,closed,2026-02-23,no,no,,no,,,,,,,no,yes,||,||,,,'-1,'-1,,,no,taxable,standard,"1858,1522",,10.5.2,,a:2:{i:4;i:4;i:5;i:55;},59,4.93,
1694,"Carolina Reaper Flakes 10g (1.8 Million - 2.2 Million Scoville Heat Units)",,"<h4><strong>Carolina Reaper Flakes </strong></h4>
1.8 Million – 2.2 Million Scoville Heat Units
<h4><strong>The Worlds Hottest Chili Pepper</strong></h4>
Super Hot Carolina Reaper Pods – dried and ground into beautiful flakes of fire (seeds included)

Easy and simple to use. Perfect for adding into Soups, Curries, Spaghetti and Pasta dishes. A light sprinkle will give you that instant Reaper kick in any dish.

<em>To be used with caution – these flakes are made from the hottest pepper in the world.</em>

<strong>Suitable for Vegans</strong>",2020-09-22,product,https://chilisaus.be/product/carolina-reaper-flakes-10g-1-8-million-2-2-million-scoville-heat-units/,0,,10,10,,instock,3,,42,simple,,rated-5,http://chilisaus.be/wp-content/uploads/2020/09/image.jpeg,image,,,,http://chilisaus.be/wp-content/uploads/2020/09/image.jpeg,,,"Dried Chilies - Pods, Flakes &amp; Powders|SUPERHOT, Heat Levels 11 - 20|VERY HOT, Heat Level 10",,,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,carolina-reaper-flakes-10g-1-8-million-2-2-million-scoville-heat-units,,,0,0,open,closed,2026-01-14,no,no,,no,,,,,,,no,yes,||,|,,,'-1,'-1,,,no,taxable,standard,,,10.3.7,,a:1:{i:5;i:1;},1,5.00,
1757,"Happy Hatter Hot Sauce - BOMBAY - (Heat Level 7)",,"<p><b>Happy Hatter Hot Sauce &#8211; BOMBAY</b></p>
<p><b>Ingredients;</b></p>
<p>Mango, Pineapple, Yellow Habanero Chili, Onion, White Wine Vinegar, Cane Sugar, Bananas, Garlic, Lime juice, Olive Oil, Spice mix (contains Celery), Salt</p>
<p>The 3rd and final addition to the beautiful Happy Hatter family. This time creator Wim Daans has opted for a fresh and fruity hot sauce, with turmeric and Asian spices.</p>
<p>Perfectly balanced. Great heat from the Yellow Habanero. Fresh juicy, fruity flavours, this sauce has a great taste that leaves you wanting more.</p>
<p>Ideal for the wok, noodle or rice dishes. Perfect for a curry to get that real depth of flavour and those authentic spice flavours. Delicious also as a marinade.</p>
<p><em>You won’t be disappointed.</em></p>
<p><b>Heat Level 8</b></p>
<p><b>Suitable for Vegans</b></p>
",2020-10-15,product,https://chilisaus.be/product/happy-hatter-bombay-produced-in-belgium-heat-level-7/,0,,8,8,,instock,10,,89,simple,,rated-5,http://chilisaus.be/wp-content/uploads/2020/10/image-2.jpeg|http://chilisaus.be/wp-content/uploads/2020/10/image-3-scaled.jpeg|http://chilisaus.be/wp-content/uploads/2020/10/image-4-scaled.jpeg,image|image|image,||,||,||,http://chilisaus.be/wp-content/uploads/2020/10/image-2.jpeg,,,"Happy Hatter Hot Sauce (BE)|MEDIUM, Heat Levels 5 - 7","belgian hot sauce|bombay|bombay hot sauce|curry hot sauce|fruity|fruity hot sauce|happy hatter hot sauce",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,happy-hatter-bombay-produced-in-belgium-heat-level-7,,,0,0,open,closed,2026-02-19,no,no,,no,,,,,,,no,yes,||,||,,,'-1,'-1,,,no,taxable,standard,"1759,1760",,10.5.2,,a:2:{i:4;i:3;i:5;i:10;},13,4.77,
1797,"Naga / Ghost Pepper Powder 10g (855,000 - 1 Million Scoville Heat Units)",,"<strong>Naga / Ghost Powder </strong>

855,000 - 1 Million Scoville Heat Units

<strong>The 3rd hottest Pepper in the World</strong>

The Naga / Ghost Pepper goes by a few different names. It’s original Indian name is Bhut Jolokia. It originated in Nagaland, North East India and is often referred to as the Naga pepper because of this, but people generally know it as the Ghost Pepper.

Sitting at the hottest in the world for a long time this pepper really packs a punch. It has a great flavour. At first it tastes almost smokey, almost sweet. But wait 30 – 40 seconds, the intense heat sneaks up on you, just like a ghost! This powder is directly from Nagaland, to be used with care.

Fresh Peppers are not always easy to come by, so using dried Naga / Ghost Powder can be a quick and easy replacement to give you a Super Hot Chili heat.

<strong>Suitable for Vegans</strong>",2020-10-24,product,https://chilisaus.be/product/naga-ghost-powder-10g-850000-1-million-scoville-heat-units/,0,,10,10,,instock,,,32,simple,,rated-5,http://chilisaus.be/wp-content/uploads/2020/10/naga-powder.jpg,"naga powder",,,,http://chilisaus.be/wp-content/uploads/2020/10/naga-powder.jpg,,,"Dried Chilies - Pods, Flakes &amp; Powders|VERY HOT, Heat Level 10",,,publish,22,chilisausbelgium,chilisausbelgium@gmail.com,Kerri,Innes,naga-ghost-powder-10g-850000-1-million-scoville-heat-units,,,0,0,closed,closed,2024-11-01,no,no,,no,,,,,,,no,no,||,|,,,'-1,'-1,,,no,taxable,standard,,,9.3.3,,a:2:{i:4;i:2;i:5;i:3;},5,4.60,
1799,"Naga / Ghost Pepper Flakes 10g (855,000 - 1 Million Scoville Heat Units)",,"<strong>Naga / Ghost Pepper Flakes</strong>

855,000 - 1 Million Scoville Heat Units

<strong>The 3rd Hottest Pepper in the World</strong>

The Naga / Ghost Pepper goes by a few different names. It’s original Indian name is Bhut Jolokia. It originated in Nagaland, North East India and is often referred to as the Naga pepper because of this, but people generally know it as the Ghost Pepper.

Sitting at the hottest in the world for a long time this pepper really packs a punch. It has a great flavour. At first it tastes almost smokey, almost sweet. But wait 30 – 40 seconds, the intense heat sneaks up on you, just like a ghost! These flakes are direct from Nagaland, use with care.

Fresh Peppers are not always easy to come by, so using dried Naga / Ghost Flakes can be a quick and easy replacement to give you a super Hot chili heat.

<strong>Suitable for Vegans</strong>",2020-10-24,product,https://chilisaus.be/product/naga-ghost-pepper-flakes-10g-855000-1-million-scoville-heat-units/,0,,10,10,,instock,5,,51,simple,,rated-5,http://chilisaus.be/wp-content/uploads/2020/10/naga-flakes-4.jpg|http://chilisaus.be/wp-content/uploads/2020/10/naga-flakes.jpg|http://chilisaus.be/wp-content/uploads/2020/10/naga-flakes-2.jpg|http://chilisaus.be/wp-content/uploads/2020/10/naga-flakes-3.jpg,"naga flakes 4|naga flakes|naga flakes 2|naga flakes 3",|||,|||,|||,http://chilisaus.be/wp-content/uploads/2020/10/naga-flakes-4.jpg,,,"Dried Chilies - Pods, Flakes &amp; Powders|VERY HOT, Heat Level 10","flakes|flokken|ghost pepper|naga",,publish,22,chilisausbelgium,chilisausbelgium@gmail.com,Kerri,Innes,naga-ghost-pepper-flakes-10g-855000-1-million-scoville-heat-units,,,0,0,closed,closed,2026-01-14,no,no,,no,,,,,,,no,yes,|||,||,,,'-1,'-1,,,no,taxable,standard,,,10.3.7,,a:1:{i:5;i:5;},5,5.00,
1956,"Happy Hatter Gift Box - 3 Sauces - Original, Smoked, Bombay ( Heat Levels 6, 7, 7)",,"<h3>Happy Hatter Family – 3 Sauces – Gift Boxed</h3>
<em>The Happy Hatter is beautifully presented in this specially designed hand crafted gift box.</em>

<em> Nothing but 100% quality from our Belgian Happy Hatter Hot Sauce producer Wim Daans. </em>

<em><strong>Happy Hatter ORIGINAL (</strong><b>Heat Level 6 )</b></em>

INGREDIENTS : Tomato, Peach, Madame Jeanette, Adjuma &amp; Rawitt Chili Peppers, Onion, Apple Cider Vinegar, Cane Sugar, Garlic, Lime Juice, Olive Oil, Celery, Herbs. (Apple Cider vinegar contains <b>sulphites</b>)

A tomato based sauce, with a hint of peachy sweetness and just the right amount of Madame Jeanette Peppers for that fruity, spicy kick. Very well balanced, warms your mouth nicely without setting it on fire.

<b>Suitable for Vegans</b>

<b><i>Happy Hatter SMOKED (Heat Level 7)</i></b>

INGREDIENTS; Forest Fruits, Red Port Wine, Red Wine Vinegar, Dates, Blossom <strong>Honey</strong>, Ghost Peppers, Red Onion, Shallots, Garlic, Chipotle Powder, Smoked Paprika Powder, Olive Oil, Salt.  (Red Wine Vinegar contains <strong>sulphites)</strong>

Smoky, silky, smooth, decadent, with a beautiful heat level. A very special combination of ingredients, perfectly balanced.

<b>Suitable for Vegetarians</b>

<b>Not suitable for Vegans (Contains Honey) </b>

<b><i>Happy Hatter BOMBAY (Heat Level 7)</i></b>

INGREDIENTS; Mango, Pineapple, Yellow Habanero Chili, Onion, White Wine Vinegar, Cane Sugar, Bananas, Garlic, Lime juice, Olive Oil, Spice Mix (contains <strong>Celery</strong>), Salt.

A fresh and fruity Asian style hot sauce. Great heat from the yellow Habanero, fresh fruity flavours, Turmeric and Asian spices. A delicious flavour combination.

<b>Suitable for Vegans</b>

&nbsp;

&nbsp;

&nbsp;

&nbsp;",2020-11-12,product,https://chilisaus.be/product/happy-hatter-trio-gift-boxed/,0,,24,24,,outofstock,,,48,simple,,outofstock|rated-5,http://chilisaus.be/wp-content/uploads/2020/11/hh-box-2.jpg|http://chilisaus.be/wp-content/uploads/2020/11/hh-box-1.jpg|http://chilisaus.be/wp-content/uploads/2020/11/hh-box-4.jpg,"hh box 2|hh box 1|hh box 4",||,||,||,http://chilisaus.be/wp-content/uploads/2020/11/hh-box-2.jpg,,,"Gift Boxes &amp; Sets|Happy Hatter Hot Sauce (BE)|MEDIUM, Heat Levels 5 - 7",,,publish,22,chilisausbelgium,chilisausbelgium@gmail.com,Kerri,Innes,happy-hatter-trio-gift-boxed,,,0,0,closed,closed,2024-11-26,no,no,,no,,,,,,,no,no,||,,,,'-1,'-1,,,no,taxable,standard,"1958,1959",,9.4.2,,a:1:{i:5;i:9;},9,5.00,
2248,"The Carolina Reaper Essentials Kit (Heat Level - EXTREME)",,"<p style=""text-align: center;""><strong>Pods, Powder, Sambal and Sauce – all from The Hottest Pepper in the World</strong></p>
<p style=""text-align: center;""><em>Experience the delight of the Reaper in 4 deliciously different ways</em></p>
&nbsp;

<strong>Reaper Habanero Sauce – 148ml - Heat Level 10</strong>

<strong>Ingredients; </strong>Red Habanero, Cider Vinegar, Brown Sugar, Onion, Red Peppers, Carolina Reaper, Smoked Paprika, Garlic

Simple ingredients, incredible heat and flavour. One of our best selling sauces.

<strong>33% Fresh Carolina Reaper Sambal – 100ml - Heat Level 15</strong>

<strong>Ingredients; </strong>Onions 40%, Carolina Reaper 33%, Refined Sugar 8%, Sunflower Oil 7.5%, Sweet Soy Sauce 7.5%, White Vinegar 0.5%, Salt, Spices

Sweet and juicy caramelised onions, quickly followed by a rollercoaster of a ride from the fresh Carolina Reapers. Delightful!

<strong>Carolina Reaper Powder – 10g</strong>

Dried and crushed into a fine powder. Easy and simple to use, sprinkle in or over anything for instant heat.

<strong>Carolina Reaper Pods – 10 to 12 Dried Pods</strong>

Fresh peppers are not always easy to come by, so using dried pepper pods can be a quick and easy replacement for a SUPER hot addition to any meal.

Slice them up as they are, crush to make flakes or rehydrate by soaking in a bowl of warm water for about 10 minutes until they soften.

<strong>All Suitable for Vegans</strong>",2020-12-11,product,https://chilisaus.be/product/the-ultimate-reaper-pack/,0,,45,48,45,outofstock,,,17,simple,,outofstock|rated-5,http://chilisaus.be/wp-content/uploads/2020/06/fresh-carolina-reaper-grown-in-devon.jpg|http://chilisaus.be/wp-content/uploads/2018/07/C142AA3D-CC91-42EC-94EF-D852F8342AC0.jpeg|http://chilisaus.be/wp-content/uploads/2020/06/Extreme-hot-sambal-spoon-scaled.jpg|http://chilisaus.be/wp-content/uploads/2020/06/CDDB93D2-42F8-4148-87DF-604136A92A70.jpeg|http://chilisaus.be/wp-content/uploads/2020/12/dried-reaper.jpg|http://chilisaus.be/wp-content/uploads/2020/12/reaper-pack.jpg|http://chilisaus.be/wp-content/uploads/2020/12/reap-2.jpg,"fresh-carolina-reaper-grown-in-devon|C142AA3D-CC91-42EC-94EF-D852F8342AC0|Extreme-hot-sambal-spoon|CDDB93D2-42F8-4148-87DF-604136A92A70|dried reaper|reaper pack|reap 2",||||||,||||||,||||||,http://chilisaus.be/wp-content/uploads/2020/06/fresh-carolina-reaper-grown-in-devon.jpg,,,"Devon Chilli Man (UK)|Dried Chilies - Pods, Flakes &amp; Powders|Gift Boxes &amp; Sets|Sale|SUPERHOT, Heat Levels 11 - 20|VERY HOT, Heat Level 10|Wiltshire Chilli Farm (UK)","carolina reaper|reaper|Sambal",,publish,22,chilisausbelgium,chilisausbelgium@gmail.com,Kerri,Innes,the-ultimate-reaper-pack,,,0,0,closed,closed,2025-12-29,no,no,,no,,,,,,,no,no,||||,,,,'-1,'-1,,,no,taxable,standard,"600,2251,1413,2254",,10.3.7,,a:1:{i:5;i:1;},1,5.00,
2860,"White Whale Sauces - Limonhello Hot Sauce (Heat Level 8)",,"<p style=""text-align: center;""><strong>"" Limon-hello ""</strong></p>
<p style=""text-align: center;""><em>Using only the finest ""Sfusato"" Lemons from Italy's Amalfi Coast</em></p>
<strong>Ingredients;</strong>

Madame Jeanette Peppers (Lemon Habanero),  Sfusato Lemons, Carrot, Onion, Yellow Bell Peppers, Garlic, Ginger, Apple Cider Vinegar, Turmeric, Salt
<p style=""text-align: center;""><em>When life gives you Lemons … say Hello...
</em></p>
A fresh and vibrant hot sauce based on Lemons straight from The Amalfi Coast in South Italy. These Lemons are the highest in Vitamin C - beautifully combined with fresh ginger, turmeric and carrots - this is a light and zesty sauce, with a good heat level and no added sugars. Awaken your senses!

Fantastic with fish, taco's, noodles, rice, salads, in mayo as a dipping sauce for fried snacks and works very well in cocktails and shots

<em>Gluten Free – N</em><em>o Added Sugar – No Additives – 100% Natural Ingredients </em>

<strong>Suitable for Vegans</strong>

<strong>Heat Level 8</strong>",2021-06-01,product,https://chilisaus.be/product/white-whale-sauces-limonhello-hot-sauce-heat-level-8/,0,,10.00,10.00,,instock,8,,50,simple,,rated-5,http://chilisaus.be/wp-content/uploads/2021/05/181682561_131660032320115_5997927623536006798_n.jpg|http://chilisaus.be/wp-content/uploads/2021/05/125225689_675258356508656_4142661384690162738_n.jpg|http://chilisaus.be/wp-content/uploads/2021/05/117817786_339189667239532_2861705565040776642_n.jpg|http://chilisaus.be/wp-content/uploads/2021/05/183042671_470067560768740_4329366538158490422_n.jpg|http://chilisaus.be/wp-content/uploads/2021/05/193989049_492078845397139_1926943902922586854_n.jpg|http://chilisaus.be/wp-content/uploads/2021/05/160514145_3736729413110188_965195848064040439_n.jpg,181682561_131660032320115_5997927623536006798_n|125225689_675258356508656_4142661384690162738_n|117817786_339189667239532_2861705565040776642_n|183042671_470067560768740_4329366538158490422_n|193989049_492078845397139_1926943902922586854_n|160514145_3736729413110188_965195848064040439_n,|||||,|||||,|||||,http://chilisaus.be/wp-content/uploads/2021/05/181682561_131660032320115_5997927623536006798_n.jpg,,,"HOT, Heat Levels 8 - 9|White Whale Sauces (NL)","amalfi lemons|curcuma|italy|lemon Habanero|lemon hot sauce|lemonhello|limonhello|Madame Jeanette|turmeric|white whale sauces",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,white-whale-sauces-limonhello-hot-sauce-heat-level-8,,,0,0,closed,closed,2026-02-19,no,no,,no,,,,,,,no,yes,,||,,,'-1,'-1,,,no,taxable,standard,"2862,2863,2864,2865,2866",,10.5.2,,a:2:{i:4;i:2;i:5;i:2;},4,4.50,
3022,"""The Ripper"" Carolina Reaper Extreme Hot Sauce - (Heat Level 12) 150ml",,"<strong><em>…In the dead of night, he prowled the streets looking for his next victim.. That victim was you…</em></strong>

<strong>Ingredients</strong>:

Scotch Bonnet Chilli, Red Pepper, Carolina Reaper Chilli, Cider Vinegar, Salt, Chilli Powder, Chilli Extract

<strong><em>‘The Ripper</em>‘ (no added sugar) **NOW IN 150ML SIZE**</strong>

Brand new <em>Hottest</em> Hot Sauce from the creative genius over at Grim Reaper Foods in the UK. Deliciously dangerous…

Fruity Scotch Bonnet, world’s hottest Carolina Reaper, combined with juicy Red Bell Peppers, salt and a big splash of pure chilli extract - full flavour, maximum burn!

Simple ingredients, no sugars, great building heat!

Spice up your spaghetti, add into soups, curries, noodles, or mayo for a hot dipping sauce

<strong>Suitable for Vegans</strong>

<strong>Heat Level 12</strong>

&nbsp;",2021-11-18,product,https://chilisaus.be/product/the-ripper-carolina-reaper/,0,,15,15,,instock,1,,236,simple,,rated-5,http://chilisaus.be/wp-content/uploads/2021/11/ripper-150ml.jpg|http://chilisaus.be/wp-content/uploads/2021/11/The_Ripper-150ml.jpg|http://chilisaus.be/wp-content/uploads/2021/11/the-ripper-extreme-chilli-sauce-500x500-1.png|http://chilisaus.be/wp-content/uploads/2021/07/ripper.jpg|http://chilisaus.be/wp-content/uploads/2021/07/ripper-pro.jpg|http://chilisaus.be/wp-content/uploads/2021/07/ripper-plants.jpg|http://chilisaus.be/wp-content/uploads/2021/07/ripper-x3-bottles.jpg|http://chilisaus.be/wp-content/uploads/2021/11/The_Ripper-150ml-1.jpg,"ripper 150ml|The_Ripper 150ml|the-ripper-extreme-chilli-sauce-500&#215;500|ripper|ripper pro|ripper plants|ripper x3 bottles|The_Ripper 150ml",|||||||,|||||||,|||||||,http://chilisaus.be/wp-content/uploads/2021/11/ripper-150ml.jpg,,,"Grim Reaper Foods (UK)|SUPERHOT, Heat Levels 11 - 20|VERY HOT, Heat Level 10","capsaicin|carolina reaper|extreme|ripper|superhot|the ripper",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,the-ripper-carolina-reaper,,,0,0,open,closed,2026-02-22,no,no,,no,,,,,,,no,yes,|,|,,,'-1,'-1,,,no,taxable,standard,"4226,3330",,10.5.2,,a:2:{i:4;i:3;i:5;i:15;},18,4.83,
3073,"Crazy Bastard - FULL Collection X7 Sauces (Heat Levels, 3,4,5,7,10,10,10)",,"<p><strong>Crazy Bastard Sauces – The Whole Family – Altogether in 1 specially designed Gift Box.</strong></p>
<p><strong>Award Winning Hot Sauce. Hand-Made in Berlin</strong></p>
<p class=""font_8""><em>“At Crazy Bastard Sauce we produce a range of high quality hot sauces, made with oven roasted chilis and fresh natural ingredients. We don’t add refined sugar, bitter extract, thickening agents or dilution with water”</em></p>
<p><strong><em>Green</em> – Jalapeno &amp; Date – Heat Level 2</strong></p>
<p>Onions, Charliston Peppers, Jalapeño chili (20%), White Wine Vinegar, Dates (10%), Limes, Garlic, Olive Oil, Coriander, Sea Salt</p>
<p><strong><em>Pink</em> – Chipotle &amp; Pineapple – Heat Level 4</strong></p>
<p>Onions, Sweet Peppers, Pineapple (17%), White Wine Vinegar, Red Jalapeño Chili, Lime, Chipotle Chili (1,7%), Olive Oil, Salt</p>
<p><strong><em>Blue</em> – Caribbean &amp; Scotch Bonnet – Heat Level 5</strong></p>
<p>Peppers, Onions, White Wine Vinegar, Scotch Bonnet Chili (13%), Ginger, Garlic, Lime, Olive Oil, Celery, Salt, Spice Mixture (0,3%)</p>
<p><strong><em>Yellow</em> – Habanero &amp; Tomatillo – Heat Level 7</strong></p>
<p>Peppers, Tomatillos (22%), Onions, Habanero Chili (20%), White Wine Vinegar, Apples, Lime, Garlic, Olive Oil, Sea Salt</p>
<p><strong><em>Orange</em> – Ghost Pepper &amp; Mango – Heat Level 10</strong></p>
<p>Peppers, Onions, White Wine Vinegar, Mango (12%), Apples, Bhut Jolokia “Ghost” Chili (7%), Lime, Olive Oil, Cumin, Sea Salt</p>
<p><strong><em>Red</em> – Trinidad Scorpion &amp; Clementine – Heat Level 10</strong></p>
<p>Peppers, Apples, Onions, White Wine Vinegar, Clementine’s (10%), Trinidad Scorpion Chili (6%), Garlic, Lime, Olive Oil, Sea Salt</p>
<p><strong><em>Black</em> – Carolina Reaper &amp; Blueberry – Heat Level 10</strong></p>
<p>Peppers, Onions, White Wine Vinegar, Apples, Blueberries (10%), Carolina Reaper Chili (8%), Lime, Olive Oil, Sea Salt</p>
<p><strong>ALL Suitable for Vegans</strong></p>
",2021-08-06,product,https://chilisaus.be/product/crazy-bastard-full-collection-x7-sauces/,0,,50,62,50,instock,3,,41,simple,,rated-5,http://chilisaus.be/wp-content/uploads/2021/08/CBS-7-set.webp|http://chilisaus.be/wp-content/uploads/2021/08/cbs-7-back.webp|http://chilisaus.be/wp-content/uploads/2021/08/cbs-7-side.webp|http://chilisaus.be/wp-content/uploads/2021/08/cbs-7-bottles.webp,"CBS 7 set|cbs 7 back|cbs 7 side|cbs 7 bottles",|||,|||,|||,http://chilisaus.be/wp-content/uploads/2021/08/CBS-7-set.webp,,,"Crazy Bastard Sauce (DE)|Gift Boxes &amp; Sets|MEDIUM, Heat Levels 5 - 7|MILD, Heat Levels 1 - 4|Sale|VERY HOT, Heat Level 10","carolina reaper|crazy bastard|crazy bastard 7 set|crazy bastard berlin|ghost pepper",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,crazy-bastard-full-collection-x7-sauces,,,0,0,closed,closed,2026-02-19,no,no,,no,,,,,,,no,yes,||,,,,'-1,'-1,,,no,taxable,standard,"3075,3076,3077",,10.5.2,,a:2:{i:4;i:1;i:5;i:2;},3,4.67,
